;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último)
7377;IND;;4310;1993;SR. PREFEITO / CANALIZACAO DO CORREGO DO JAU, ITAQUERA, AR/IQ;;ITAQUERA/CANALIZACAO DE CORREGOCORREGO JACU;;AR-IQ;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
7526;IND;;4459;1993;SR. PREFEITO ACELERAÇÃO DE OBRAS DE CANALIZAÇÃO DE CÓRREGO DO CORREGO TREMEMBÉ, TREMEMBÉ, AR/ST;;CORREGO TREMEMBE/TREMEMBECANALIZACAO DE CORREGO;;AR-ST;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
7531;IND;;4464;1993;SR. PREFEITO EFETIVAR A COMPRA DE MATERIAL PEDAGÓGICO PARA DISTRIBUIÇÃO ÀS ESCOLAS MUNICIPAIS;;MATERIAL PEDAGOGICOESCOLA MUNICIPAL;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
7556;IND;;4489;1993;SR. PREFEITO VIGILANCIA DAS PRAÇAS DO MUNICÍPIO E VELÓRIOS PELA GUARDA CIVIL METROPOLITANA;;GUARDA CIVIL METROPOLITANA - GCM/PRACAVELORIO MUNICIPAL/POLICIAMENTO/LEI 10.115/86;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
7557;IND;;4490;1993;SR. PREFEITO HASTEAMENTO E ARREAMENTO DIÁRIO DO PAVILHÃO BRASI LEIRO E PELO MENOS, SEMANALMENTE CANTO DO HINO NACIONAL POR TODOS OS ALUNOS, PROFESSORES E FUNCIONARIOS DE CADA ESTABELECIMENTO DE ENSINO MUNICIPAL;;HINO NACIONAL/BANDEIRA NACIONAL/ALUNOESCOLA MUNICIPAL/SIMBOLOS NACIONAIS;;;;ANTONIO DE PAIVA MONTEIRO Fo.;PARTIDO DA REPÚBLICA
7631;IND;;4564;1993;SR. PREFEITO ENVIO DE PL CRIANDO A CARREIRA DE AGENTE FISCAL DE ABASTECIMENTO, COM O FIM DE PADRONIZAR O MUNICÍPIO, O CONTROLE,A QUALIDADE, O FORNECIMENTO E A COORDENAÇÃO DO SISTEMA DE ABASTECI- MENTO, VISTO QUE A MATÉRIA É DE INICIATIVA DO EXECUTIVO;;AGENTE FISCAL DE ABASTECIMENTO/PROJETO DE LEICARGOS E FUNCOES/FISCALIZACAO;;;;JOSE COSME LOPES LIMA;PARTIDO PROGRESSISTA BRASILEIRO
7633;IND;;4566;1993;SR. PRESIDENTE CONGRESSO NACIONAL NECESSIDADE DE INCLUIR-SE NA LEGISLAÇÃO ATINENTE A SEGURANÇA DE VEÍCULOS E EQUIPAMENTOS OBRIGA TÓRIOS, DISPOSITIVO LEGAL QUE TORNE OBRIGATÓRIA A GRAVAÇÃO, EM ES PELHOS RETROVISORES CONVEXOS;;SEGURANCA NO TRANSITO/DISPOSITIVO DE SEGURANCAESPELHO RETROVISOR/ADVERTENCIA/VEICULO;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
7634;IND;;4567;1993;"SR. PRESIDENTE DO CONGRESSO NACIONAL NECESSIDADE DE EDITAR-SE D DISPOSITIVO LEGAL ESTEBALECENDO MAIORES RESTRIÇÕES NA PROPAGANDA ""FUMAR É PREJUDICIAL A SAÚDE"", QUANDO VEICULADA PELA TELEVISÃO PELO CINEMA, ALÉM DE ESCRITA, COMO HOJE OCORRE";;TABAGISMO/CIGARRO/ADVERTENCIAPROPAGANDA SONORA;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
7653;IND;;4586;1993;AO SR. PREFEITO ASSUNTO: QUE O BENEFÍCIO DE AUXÍLIO ALIMENTAÇÃO SEJA EXTENSIVO A TODOS OS SERVIDORES MUNICIPAIS DE QUALQUER JORNADA DE TRABALHO.;;VALE REFEICAOSERVIDOR MUNICIPAL;;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL
7658;IND;;4591;1993;SR. PREFEITO NOVA FORMULA PARA QUE OS SERVIDORES PÚBLICOS DO MU NICÍPIO DE S.PAULO INVESTIDOS EM MANDATO DE DIRIGENTES E SINDICATOS QUE CONGREGUE UM MÍNIMO DE 10.000 ASSOCIADOS, O DIREITO DE AFASTAR DE SUAS ATIVIDADES PROFISSIONAIS ENQTO.DURAR O SEU MANDATO;;SERVIDOR MUNICIPAL/SINDICALISTA/SINDICATOAFASTAMENTO;;;;WADIH JORGE MUTRAN;PARTIDO DEMOCRATICO TRABALHISTA
7661;IND;;4594;1993;"TELESP NECESSIDADE DE NOS CONTRATOS DE CONCESSÃO DE USO E PREFI XO ""900"", CONSTAR CLÁUSULA OBRIGANDO O PRESTADOR DE SERVIÇOS OFERECIDOS POR VIA TELEFÔNICA A INCLUIR EM SUA PROPAGANDA ADVERTENCI A CLARA MENCIONANDO QUE O SERVIÇO E COBRADONA CONTA";;SERVICO TELEFONICO/DISQUE 900/CONTRATOPROPAGANDA SONORA/TARIFA TELEFONICA;;;;DARCIO BONIFACIO ARRUDA;PARTIDO PROGRESSISTA BRASILEIRO
7710;IND;;4643;1993;AO SR. PREFEITO ASSUNTO: INSERIDA NO CURRICULUM ESCOLAR CURSOS E PALESTRAS SOBRE DOENÇAS SEXULAMENTE TRANSMISSÍVEIS.;;AIDS/DOENCA TRANSMISSIVEL/CURRICULO ESCOLARENSINO MUNICIPAL/CONFERENCIA;;;;EDIVALDO ALVES ESTIMA;PARTIDO POPULAR SOCIALISTA
7713;IND;;4646;1993;AO SR. PREFEITO ASSUNTO: NECESSITAM DE UMA ÁREA PARA CONSTRUÇÃO DA SEDE E UM CENTRO COMUNITÁRIO VILA PRUDENTE.;;ASSOCIACAO AMIGOS DO BAIRRO JARDIM DOS EUCALIPTOSAREA MUNICIPAL/SEDE/CESSAO DE AREA;;AR-VP;;ARCHIBALDO FENICIO ZANCRA;PARTIDO LIBERAL
